119.71|151.85|field_out
100.99|77.61|field_out
120.4|153.71|field_out
144.97|90.79|double
190.17|111.16|single
79.86|178.03|field_out
148.99|159.63|field_out
137.84|134.28|single
112.9|77.59|field_out
199.06|137.86|double
55.91|92.41|field_out
49.7|77.06|field_out
115.08|166.54|field_out
114.85|102.84|single
147.9|122.13|field_out
185.41|102.93|single
91.63|33.68|home_run
217.79|99.45|double
145.0|165.72|grounded_into_double_play
164.06|98.59|field_out
97.31|32.81|home_run
152.54|159.13|field_out
152.76|72.13|field_out
136.31|141.38|field_out
106.27|164.71|field_out
101.99|141.71|single
142.4|146.96|field_out
145.95|146.45|force_out
103.59|101.2|field_out
129.2|96.83|field_out
113.03|66.85|field_out
139.85|152.59|field_out
124.13|146.51|grounded_into_double_play
212.34|106.46|double
133.57|151.18|field_out
199.93|119.86|double
197.36|82.9|field_out
157.93|163.14|field_out
105.57|150.3|field_out
188.03|44.99|home_run
143.41|145.59|field_out
101.33|110.44|single
115.02|152.53|force_out
136.42|151.43|field_out
139.52|140.05|field_out
199.19|119.57|double
153.03|172.13|field_out
123.07|191.75|field_out
120.77|31.59|home_run
128.2|182.96|field_out
148.78|156.24|field_out
116.66|114.43|field_out
156.88|164.86|field_out
123.94|108.02|single
177.53|65.64|field_out
74.95|118.33|single
185.6|129.71|single
119.0|66.42|field_out
107.91|153.91|field_out
191.18|47.57|home_run
187.93|27.82|home_run
156.36|169.27|field_out
114.3|51.75|sac_fly
152.81|162.68|field_out
89.43|111.46|single
141.64|150.66|field_out
105.97|133.57|single
60.5|111.07|field_out
105.94|75.45|field_out
191.1|111.46|single
126.0|204.5|field_out
176.21|114.5|single
124.1|92.19|field_out
70.66|90.98|field_out
156.6|84.08|field_out
60.21|78.82|field_out
83.55|100.36|field_out
208.32|105.88|double
160.43|169.92|field_out
171.58|115.2|single
129.74|105.07|single
132.39|136.62|single
88.63|121.41|single
113.3|160.3|field_out
46.73|78.31|field_out
133.07|94.42|single
99.8|103.02|field_out
83.75|125.15|single
194.51|33.07|home_run
131.07|181.44|field_out
114.82|187.34|single
159.47|165.72|field_out
137.16|108.42|single
110.93|186.19|field_out
154.0|170.79|double_play
85.48|77.37|field_out
147.31|140.82|field_out
122.12|140.36|force_out
173.94|64.42|field_out
105.23|97.65|single
126.41|34.95|home_run
112.8|147.63|field_out
117.36|136.48|force_out
144.72|155.74|force_out
179.97|94.85|field_out
106.67|144.2|field_out
46.73|130.94|single
151.88|154.07|field_out
125.86|104.44|field_out
175.3|97.73|field_out
143.48|25.07|home_run
157.1|159.48|field_out
69.86|86.83|field_out
177.54|72.65|field_out
154.72|79.12|double
139.27|152.5|field_out
141.59|148.62|field_out
164.71|161.15|field_out
127.54|88.61|field_out
193.71|83.14|single
128.54|177.38|field_out
165.52|105.99|single
63.04|75.79|field_out
147.98|172.82|field_out
160.31|163.83|force_out
212.36|85.41|home_run
104.43|161.73|field_out
210.05|126.79|double
156.96|170.28|single
66.2|48.29|home_run
150.24|105.92|single
104.33|136.31|field_out
122.55|57.6|field_out
161.97|148.48|field_out
81.25|80.4|field_out
116.62|41.68|field_out
162.9|43.05|home_run
162.27|92.83|double
31.82|103.54|field_out
161.49|168.38|field_out
150.58|151.43|field_out
164.81|158.96|field_out
155.85|83.56|single
177.86|111.62|single
161.96|165.44|field_out
151.53|172.31|field_out
118.06|153.04|field_out
104.88|162.68|force_out
158.63|153.04|field_out
151.02|149.49|field_out
152.59|143.9|field_out
108.79|142.69|field_out
74.04|120.33|single
142.33|98.27|single
84.84|132.8|field_out
90.12|74.03|single
99.44|105.74|field_out
115.15|139.86|field_out
116.03|170.28|single
134.12|146.96|field_out
142.63|137.54|field_out
96.12|102.56|field_out
194.81|96.18|field_out
130.18|189.46|field_out
183.14|120.5|single
145.2|149.35|field_out
115.38|85.37|field_out
94.05|102.02|single
182.22|109.62|field_out
171.93|104.61|field_out
83.79|65.15|double
151.78|162.86|field_out
94.41|63.23|field_out
160.94|163.84|field_out
70.23|126.85|field_out
